scenario_id,transformer_kva,base_load_kw,feeder_length_km,cable_type,r1,x1,r0,x0,phase_balance_class,num_chargers_installed,num_chargers_active,charger_power_kw,total_active_power_kw,total_reactive_power_kvar,total_losses_kw,transformer_loading_pct,parkingbus_voltage_kv,min_bus_voltage_pu,overload_flag,undervoltage_flag,compatibility_class,recommended_max_active_chargers,recommended_max_power_per_charger_kw,charger_total_kw,load_ratio
case_029666,500,250,1.0,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,30,17,50.0,406.004,149.209,238.202,81.201,0.068472,0.296491,0,1,not_compatible,0,0.0,850.0,0.8120080000000001
case_029667,500,180,0.5,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,20,16,11.0,329.837,107.877,41.755,65.967,0.186493,0.80754,0,1,not_compatible,0,0.0,176.0,0.659674
case_029668,160,50,1.0,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,20,14,11.0,133.172,41.228,45.179,83.232,0.124076,0.537267,0,1,not_compatible,0,0.0,154.0,0.832325
case_029669,250,250,0.05,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,40,32,7.4,485.648,177.392,23.086,194.259,0.207974,0.900554,1,1,not_compatible,0,0.0,236.8,1.942592
case_029670,100,120,0.05,B_medium,0.2,0.08,0.4,0.16,balanced,40,30,22.0,629.449,348.091,53.057,629.449,0.18953,0.820689,1,1,not_compatible,0,0.0,660.0,6.29449
case_029671,250,50,0.2,C_weak,0.35,0.12,0.7,0.24,balanced,10,10,7.4,127.396,35.734,8.004,50.959,0.212729,0.921142,0,1,conditional,3,0.0,74.0,0.509584
case_029672,500,250,0.2,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,40,35,22.0,895.064,315.773,127.908,179.013,0.178202,0.771636,1,1,not_compatible,0,0.0,770.0,1.790128
case_029673,160,250,1.0,A_strong,0.1,0.05,0.2,0.1,balanced,20,18,7.4,295.145,122.604,66.405,184.466,0.171842,0.744097,1,1,not_compatible,0,0.0,133.20000000000002,1.8446562499999999
case_029674,400,250,1.0,B_medium,0.2,0.08,0.4,0.16,balanced,40,35,22.0,401.612,150.037,231.681,100.403,0.09262,0.401057,1,1,not_compatible,0,0.0,770.0,1.00403
case_029675,400,180,0.2,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,10,8,11.0,265.265,87.011,22.036,66.316,0.201504,0.872539,0,1,not_compatible,0,0.0,88.0,0.6631625
case_029676,250,50,0.05,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,10,8,11.0,139.05,38.151,1.05,55.62,0.226833,0.982214,0,0,compatible,10,11.0,88.0,0.5562
case_029677,100,180,1.0,A_strong,0.1,0.05,0.2,0.1,balanced,10,9,7.4,207.6,87.359,33.74,207.6,0.185826,0.804652,1,1,not_compatible,0,0.0,66.60000000000001,2.076
case_029678,160,120,0.2,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,10,6,11.0,178.921,61.05,17.534,111.826,0.196678,0.851642,1,1,not_compatible,0,0.0,66.0,1.11825625
case_029679,500,250,0.2,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,30,26,7.4,443.283,145.377,30.069,88.657,0.207,0.896336,0,1,not_compatible,0,0.0,192.4,0.8865660000000001
case_029680,160,250,1.0,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,40,23,50.0,546.099,291.777,261.953,341.312,0.070266,0.304259,1,1,not_compatible,0,0.0,1150.0,3.41311875
case_029681,250,120,1.0,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,40,30,7.4,223.921,76.244,74.222,89.568,0.12588,0.545076,0,1,not_compatible,0,0.0,222.0,0.8956839999999999
case_029682,250,180,0.5,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,40,24,7.4,286.606,100.101,62.428,114.642,0.159014,0.688552,1,1,not_compatible,0,0.0,177.60000000000002,1.1464239999999999
case_029683,160,50,0.5,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,20,10,50.0,359.18,135.561,106.499,224.487,0.124355,0.538472,1,1,not_compatible,0,0.0,500.0,2.244875
case_029684,500,250,1.0,A_strong,0.1,0.05,0.2,0.1,balanced,30,22,22.0,473.572,176.965,161.934,94.714,0.143028,0.619329,0,1,not_compatible,0,0.0,484.0,0.947144
case_029685,160,120,0.2,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,30,23,11.0,341.108,122.326,38.524,213.192,0.187798,0.81319,1,1,not_compatible,0,0.0,253.0,2.131925
case_029686,500,180,0.2,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,40,28,11.0,440.806,138.547,63.118,88.161,0.178863,0.774501,0,1,not_compatible,0,0.0,308.0,0.881612
case_029687,500,50,0.05,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,20,16,11.0,231.288,59.904,9.047,46.258,0.215517,0.933216,0,1,conditional,11,7.4,176.0,0.46257600000000004
case_029688,400,250,0.2,C_weak,0.35,0.12,0.7,0.24,balanced,30,15,50.0,666.394,228.16,222.106,166.598,0.149582,0.64771,1,1,not_compatible,0,0.0,750.0,1.665985
case_029689,400,120,0.05,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,40,34,22.0,839.461,290.561,43.278,209.865,0.203169,0.879749,1,1,not_compatible,8,3.7,748.0,2.0986525
case_029690,250,250,1.0,B_medium,0.2,0.08,0.4,0.16,balanced,20,20,7.4,252.334,93.043,91.605,100.934,0.142268,0.616038,1,1,not_compatible,0,0.0,148.0,1.009336
case_029691,500,50,0.05,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,20,17,7.4,177.545,45.998,1.745,35.509,0.226144,0.979232,0,0,compatible,20,11.0,125.80000000000001,0.35508999999999996
case_029692,100,180,0.05,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,30,24,7.4,338.533,148.819,15.334,338.533,0.201595,0.872932,1,1,not_compatible,0,0.0,177.60000000000002,3.38533
case_029693,100,250,0.5,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,30,16,50.0,557.625,349.126,163.741,557.625,0.110602,0.47892,1,1,not_compatible,0,0.0,800.0,5.57625
case_029694,160,180,0.2,C_weak,0.35,0.12,0.7,0.24,balanced,10,9,22.0,323.304,117.895,54.782,202.065,0.186293,0.806674,1,1,not_compatible,0,0.0,198.0,2.02065
case_029695,160,20,1.0,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,10,8,50.0,169.036,55.246,81.379,105.648,0.064302,0.278437,1,1,not_compatible,0,0.0,400.0,1.056475
case_029696,500,120,0.05,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,20,16,50.0,823.055,263.722,110.791,164.611,0.177642,0.769213,1,1,not_compatible,1,3.7,800.0,1.64611
case_029697,250,180,0.5,A_strong,0.1,0.05,0.2,0.1,balanced,10,8,7.4,233.081,82.718,20.136,93.232,0.206587,0.894546,0,1,not_compatible,0,0.0,59.2,0.9323239999999999
case_029698,250,50,0.5,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,30,16,7.4,160.008,45.958,18.774,64.003,0.19186,0.83078,0,1,not_compatible,0,0.0,118.4,0.640032
case_029699,100,120,0.2,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,40,34,22.0,561.48,312.73,126.938,561.48,0.136552,0.591288,1,1,not_compatible,0,0.0,748.0,5.6148
case_029700,500,180,0.2,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,20,19,22.0,576.971,182.464,52.809,115.394,0.196595,0.851283,1,1,not_compatible,1,0.0,418.0,1.153942
case_029701,500,180,0.5,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,10,8,50.0,379.977,127.259,118.227,75.995,0.121419,0.525759,0,1,not_compatible,0,0.0,400.0,0.7599539999999999
case_029702,250,120,0.5,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,40,21,22.0,399.18,140.711,119.622,159.672,0.134741,0.583446,1,1,not_compatible,0,0.0,462.0,1.59672
case_029703,160,250,0.5,C_weak,0.35,0.12,0.7,0.24,balanced,40,34,22.0,414.727,170.132,224.902,259.204,0.097662,0.422891,1,1,not_compatible,0,0.0,748.0,2.5920437499999998
case_029704,100,250,0.2,B_medium,0.2,0.08,0.4,0.16,balanced,10,9,22.0,375.08,174.382,49.63,375.08,0.188324,0.815469,1,1,not_compatible,0,0.0,198.0,3.7508
case_029705,250,250,0.5,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,30,24,22.0,369.248,133.281,176.839,147.699,0.086404,0.374141,1,1,not_compatible,0,0.0,528.0,1.4769919999999999
case_029706,100,180,0.5,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,10,7,50.0,287.858,121.517,114.744,287.858,0.1082,0.46852,1,1,not_compatible,0,0.0,350.0,2.87858
case_029707,100,80,0.2,C_weak,0.35,0.12,0.7,0.24,balanced,20,10,7.4,150.537,51.063,12.124,150.537,0.205813,0.891197,1,1,not_compatible,0,0.0,74.0,1.50537
case_029708,250,180,0.5,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,20,13,7.4,208.675,70.919,55.743,83.47,0.149579,0.647695,0,1,not_compatible,0,0.0,96.2,0.8347
case_029709,500,50,0.5,A_strong,0.1,0.05,0.2,0.1,balanced,20,11,50.0,512.087,157.996,93.043,102.417,0.180969,0.783621,1,1,not_compatible,0,3.7,550.0,1.024174
case_029710,100,180,0.5,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,30,21,22.0,385.473,184.113,124.721,385.473,0.124166,0.537653,1,1,not_compatible,0,0.0,462.0,3.85473
case_029711,250,80,1.0,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,30,23,22.0,368.797,140.22,113.737,147.519,0.118454,0.512921,1,1,not_compatible,0,0.0,506.0,1.4751880000000002
case_029712,160,50,0.05,A_strong,0.1,0.05,0.2,0.1,balanced,40,31,22.0,689.702,287.911,31.489,431.064,0.206334,0.893453,1,1,not_compatible,3,0.0,682.0,4.3106375
case_029713,160,250,0.5,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,20,15,7.4,285.111,112.665,62.157,178.195,0.163936,0.709865,1,1,not_compatible,0,0.0,111.0,1.78194375
case_029714,400,120,0.2,B_medium,0.2,0.08,0.4,0.16,balanced,20,11,22.0,350.808,104.173,35.085,87.702,0.203373,0.880632,0,1,not_compatible,0,0.0,242.0,0.87702
case_029715,160,120,0.5,B_medium,0.2,0.08,0.4,0.16,balanced,30,25,7.4,256.175,89.378,47.895,160.109,0.180588,0.78197,1,1,not_compatible,0,0.0,185.0,1.60109375
case_029716,400,50,0.2,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,20,11,50.0,500.002,155.707,90.839,125.001,0.161836,0.700772,1,1,not_compatible,0,3.7,550.0,1.250005
case_029717,160,120,0.5,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,30,27,50.0,577.564,280.097,282.672,360.977,0.068913,0.298401,1,1,not_compatible,0,0.0,1350.0,3.609775
case_029718,160,20,0.5,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,10,7,22.0,143.729,41.175,29.323,89.831,0.160475,0.694878,0,1,not_compatible,0,0.0,154.0,0.8983062500000001
case_029719,400,250,0.2,B_medium,0.2,0.08,0.4,0.16,balanced,20,14,22.0,502.198,167.396,73.068,125.55,0.191855,0.830759,1,1,not_compatible,0,0.0,308.0,1.255495
case_029720,100,120,0.5,A_strong,0.1,0.05,0.2,0.1,balanced,20,18,11.0,282.278,114.016,32.676,282.278,0.195165,0.845087,1,1,not_compatible,0,0.0,198.0,2.8227800000000003
case_029721,100,250,1.0,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,40,31,22.0,342.271,168.924,189.971,342.271,0.073406,0.317856,1,1,not_compatible,0,0.0,682.0,3.4227100000000004
case_029722,250,80,0.5,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,20,16,7.4,162.899,49.643,34.942,65.159,0.159498,0.690647,0,1,not_compatible,0,0.0,118.4,0.651596
case_029723,250,120,0.2,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,40,35,22.0,735.717,301.571,105.974,294.287,0.167155,0.723802,1,1,not_compatible,1,0.0,770.0,2.942868
case_029724,100,250,0.5,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,30,29,7.4,366.538,177.108,59.663,366.538,0.169862,0.735523,1,1,not_compatible,0,0.0,214.60000000000002,3.6653800000000003
case_029725,100,250,0.2,C_weak,0.35,0.12,0.7,0.24,balanced,20,19,22.0,448.075,219.256,118.977,448.075,0.153359,0.664064,1,1,not_compatible,0,0.0,418.0,4.48075
case_029726,250,120,0.2,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,20,20,11.0,320.884,104.071,34.133,128.354,0.190456,0.824697,1,1,not_compatible,0,0.0,220.0,1.283536
case_029727,160,120,0.5,C_weak,0.35,0.12,0.7,0.24,balanced,20,19,22.0,313.713,113.282,124.596,196.071,0.129558,0.561004,1,1,not_compatible,0,0.0,418.0,1.96070625
case_029728,160,180,0.2,B_medium,0.2,0.08,0.4,0.16,balanced,20,16,7.4,284.799,104.535,25.345,178.0,0.203628,0.881735,1,1,not_compatible,0,0.0,118.4,1.7799937499999998
case_029729,500,20,0.5,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,30,16,11.0,176.608,46.342,26.943,35.322,0.175328,0.759192,0,1,not_compatible,1,0.0,176.0,0.35321600000000003
case_029730,160,250,0.2,B_medium,0.2,0.08,0.4,0.16,balanced,30,16,50.0,720.575,352.141,177.361,450.359,0.155362,0.672736,1,1,not_compatible,0,0.0,800.0,4.50359375
case_029731,250,180,0.05,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,30,24,50.0,1192.941,569.424,89.308,477.176,0.185119,0.801587,1,1,not_compatible,0,0.0,1200.0,4.771764
case_029732,250,50,0.05,A_strong,0.1,0.05,0.2,0.1,balanced,40,20,22.0,503.142,154.676,13.174,201.257,0.219278,0.949502,1,1,not_compatible,6,3.7,440.0,2.012568
case_029733,160,20,1.0,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,40,21,50.0,487.397,234.492,205.452,304.623,0.082119,0.355584,1,1,not_compatible,0,0.0,1050.0,3.04623125
case_029734,100,20,0.2,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,30,18,11.0,208.756,69.025,16.675,208.756,0.195279,0.845582,1,1,not_compatible,4,0.0,198.0,2.08756
case_029735,400,80,0.2,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,20,11,22.0,325.517,93.212,17.909,81.379,0.209019,0.90508,0,1,conditional,4,7.4,242.0,0.8137925
case_029736,400,120,0.5,B_medium,0.2,0.08,0.4,0.16,balanced,20,18,22.0,387.084,123.282,104.818,96.771,0.16471,0.713213,0,1,not_compatible,0,0.0,396.0,0.96771
case_029737,400,180,0.5,A_strong,0.1,0.05,0.2,0.1,balanced,40,38,7.4,412.826,137.106,61.064,103.206,0.191888,0.830899,1,1,not_compatible,0,0.0,281.2,1.032065
case_029738,250,120,0.2,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,20,20,50.0,755.526,313.211,199.573,302.211,0.131139,0.567847,1,1,not_compatible,0,0.0,1000.0,3.0221039999999997
case_029739,500,120,1.0,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,10,5,50.0,237.644,76.452,82.225,47.529,0.122189,0.529095,0,1,not_compatible,0,0.0,250.0,0.475288
case_029740,500,250,0.05,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,10,7,11.0,332.049,109.973,5.049,66.41,0.223873,0.969397,0,0,compatible,10,11.0,77.0,0.664098
case_029741,500,180,0.05,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,10,6,7.4,228.591,74.383,4.191,45.718,0.224052,0.970173,0,0,compatible,10,11.0,44.400000000000006,0.45718200000000003
case_029742,100,250,0.2,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,10,10,7.4,303.159,137.314,18.573,303.159,0.202066,0.874973,1,1,not_compatible,0,0.0,74.0,3.03159
case_029743,100,80,0.05,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,40,31,11.0,382.94,161.721,28.23,382.94,0.19162,0.829741,1,1,not_compatible,0,0.0,341.0,3.8294
case_029744,160,50,0.05,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,30,22,22.0,475.576,186.588,46.653,297.235,0.182783,0.791473,1,1,not_compatible,2,0.0,484.0,2.97235
case_029745,500,80,0.5,C_weak,0.35,0.12,0.7,0.24,balanced,30,26,22.0,362.537,109.968,158.252,72.507,0.125386,0.542936,0,1,not_compatible,0,0.0,572.0,0.725074
case_029746,160,120,0.05,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,20,18,7.4,257.716,87.497,4.516,161.072,0.21944,0.950201,1,0,not_compatible,0,0.0,133.20000000000002,1.610725
case_029747,160,120,0.2,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,20,19,11.0,307.701,108.197,31.162,192.313,0.192373,0.833001,1,1,not_compatible,0,0.0,209.0,1.9231312500000002
case_029748,100,180,0.5,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,30,26,7.4,279.838,118.977,63.159,279.838,0.155868,0.674926,1,1,not_compatible,0,0.0,192.4,2.7983800000000003
case_029749,100,250,0.5,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,10,9,11.0,233.966,97.312,73.304,233.966,0.142586,0.617416,1,1,not_compatible,0,0.0,99.0,2.3396600000000003
case_029750,400,180,0.2,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,10,9,50.0,462.241,150.418,121.549,115.56,0.139566,0.604336,1,1,not_compatible,0,0.0,450.0,1.1556024999999999
case_029751,400,120,0.5,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,20,17,11.0,227.742,69.168,64.367,56.936,0.146366,0.633785,0,1,not_compatible,0,0.0,187.0,0.5693549999999999
case_029752,500,250,0.05,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,10,8,7.4,317.443,106.357,8.243,63.489,0.220861,0.956357,0,0,compatible,10,7.4,59.2,0.634886
case_029753,250,180,0.2,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,30,18,11.0,349.314,120.993,40.868,139.725,0.186505,0.807591,1,1,not_compatible,0,0.0,198.0,1.397256
case_029754,500,120,0.05,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,30,22,22.0,594.815,178.989,36.419,118.963,0.204539,0.88568,1,1,not_compatible,6,7.4,484.0,1.1896300000000002
case_029755,250,20,1.0,B_medium,0.2,0.08,0.4,0.16,balanced,20,14,22.0,227.333,70.25,71.973,90.933,0.150225,0.650493,0,1,not_compatible,0,0.0,308.0,0.909332
case_029756,160,180,0.05,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,40,36,22.0,779.595,401.858,79.771,487.247,0.170004,0.736138,1,1,not_compatible,0,0.0,792.0,4.87246875
case_029757,500,180,0.2,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,10,10,11.0,287.337,91.046,24.551,57.467,0.202633,0.877426,0,1,not_compatible,0,0.0,110.0,0.574674
case_029758,400,80,1.0,B_medium,0.2,0.08,0.4,0.16,balanced,20,18,11.0,206.231,63.193,58.628,51.558,0.162477,0.703545,0,1,not_compatible,0,0.0,198.0,0.5155775
case_029759,400,20,1.0,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,20,10,11.0,112.73,30.299,20.205,28.182,0.167399,0.72486,0,1,not_compatible,0,0.0,110.0,0.281825
case_029760,400,20,0.5,C_weak,0.35,0.12,0.7,0.24,balanced,10,8,7.4,78.825,19.954,7.435,19.706,0.205961,0.891835,0,1,not_compatible,0,0.0,59.2,0.1970625
case_029761,250,250,0.05,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,40,36,22.0,856.533,363.808,125.261,342.613,0.167329,0.724557,1,1,not_compatible,0,0.0,792.0,3.426132
case_029762,500,180,0.5,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,10,6,11.0,196.428,63.85,47.924,39.286,0.160867,0.696574,0,1,not_compatible,0,0.0,66.0,0.392856
case_029763,250,20,1.0,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,20,20,7.4,135.73,38.539,29.326,54.292,0.154204,0.667723,0,1,not_compatible,0,0.0,148.0,0.54292
case_029764,400,50,1.0,C_weak,0.35,0.12,0.7,0.24,balanced,30,17,7.4,127.851,36.273,38.879,31.963,0.156536,0.677819,0,1,not_compatible,0,0.0,125.80000000000001,0.3196275
case_029765,500,250,0.05,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,20,19,7.4,399.607,128.972,21.967,79.921,0.211147,0.914292,0,1,conditional,2,0.0,140.6,0.7992140000000001
case_029766,100,180,0.05,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,10,7,7.4,233.608,96.159,4.709,233.608,0.215921,0.934965,1,1,not_compatible,0,0.0,51.800000000000004,2.33608
case_029767,400,180,1.0,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,30,15,22.0,363.319,131.071,100.445,90.83,0.138715,0.600654,0,1,not_compatible,0,0.0,330.0,0.9082975000000001
case_029768,100,50,0.2,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,10,10,7.4,126.34,40.361,3.372,126.34,0.216981,0.939557,1,1,not_compatible,3,0.0,74.0,1.2634
case_029769,250,80,0.2,B_medium,0.2,0.08,0.4,0.16,balanced,10,5,11.0,140.398,43.015,5.853,56.159,0.218449,0.94591,0,1,conditional,3,7.4,55.0,0.561592
case_029770,250,250,0.5,B_medium,0.2,0.08,0.4,0.16,balanced,40,38,7.4,384.895,141.547,107.848,153.958,0.160472,0.694866,1,1,not_compatible,0,0.0,281.2,1.53958
case_029771,400,120,0.05,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,40,36,22.0,808.724,273.763,107.338,202.181,0.177016,0.7665,1,1,not_compatible,2,0.0,792.0,2.0218100000000003
case_029772,160,50,0.5,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,40,33,7.4,235.217,78.529,47.785,147.011,0.154753,0.670099,1,1,not_compatible,0,0.0,244.20000000000002,1.4701062500000002
case_029773,500,20,0.05,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,30,18,50.0,874.676,289.086,53.862,174.935,0.200812,0.86954,1,1,not_compatible,6,11.0,900.0,1.749352
case_029774,500,80,0.05,A_strong,0.1,0.05,0.2,0.1,balanced,10,10,11.0,191.563,52.432,1.563,38.313,0.227659,0.985792,0,0,compatible,10,22.0,110.0,0.38312599999999997
case_029775,400,120,1.0,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,40,24,11.0,189.561,59.6,89.911,47.39,0.088706,0.384106,0,1,not_compatible,0,0.0,264.0,0.4739025
case_029776,160,50,0.05,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,40,33,50.0,1040.608,684.762,166.951,650.38,0.132455,0.573545,1,1,not_compatible,1,0.0,1650.0,6.5038
case_029777,500,180,0.05,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,20,14,7.4,287.324,89.179,3.724,57.465,0.225009,0.974317,0,0,compatible,20,11.0,103.60000000000001,0.574648
case_029778,100,250,1.0,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,40,40,22.0,356.762,181.33,210.574,356.762,0.056898,0.246375,1,1,not_compatible,0,0.0,880.0,3.56762
case_029779,250,250,0.2,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,40,35,11.0,583.74,223.544,57.842,233.496,0.191396,0.828768,1,1,not_compatible,0,0.0,385.0,2.33496
case_029780,100,20,0.05,C_weak,0.35,0.12,0.7,0.24,balanced,40,29,11.0,328.522,118.772,18.273,328.522,0.208795,0.90411,1,1,not_compatible,5,0.0,319.0,3.28522
case_029781,100,20,1.0,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,10,5,50.0,149.314,49.762,59.363,149.314,0.099827,0.432262,1,1,not_compatible,0,0.0,250.0,1.49314
case_029782,400,120,0.2,B_medium,0.2,0.08,0.4,0.16,balanced,10,7,22.0,273.979,81.663,21.544,68.495,0.206956,0.896147,0,1,not_compatible,0,0.0,154.0,0.6849474999999999
case_029783,500,20,1.0,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,20,12,7.4,96.109,25.666,16.019,19.222,0.170859,0.739843,0,1,not_compatible,0,0.0,88.80000000000001,0.192218
case_029784,100,50,0.2,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,20,17,22.0,377.795,161.172,31.237,377.795,0.186483,0.807495,1,1,not_compatible,1,0.0,374.0,3.77795
case_029785,160,120,1.0,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,40,35,7.4,185.699,63.962,87.824,116.062,0.090316,0.391078,1,1,not_compatible,0,0.0,259.0,1.16061875
case_029786,160,120,0.05,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,40,37,11.0,493.248,199.309,30.369,308.28,0.19536,0.845932,1,1,not_compatible,0,0.0,407.0,3.0827999999999998
case_029787,250,120,1.0,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,10,9,50.0,225.227,75.271,126.556,90.091,0.071152,0.308099,0,1,not_compatible,0,0.0,450.0,0.900908
case_029788,250,180,1.0,A_strong,0.1,0.05,0.2,0.1,balanced,40,20,7.4,271.345,98.626,53.476,108.538,0.179479,0.777167,1,1,not_compatible,0,0.0,148.0,1.08538
case_029789,100,250,0.05,B_medium,0.2,0.08,0.4,0.16,balanced,40,29,22.0,675.115,411.585,64.175,675.115,0.18224,0.789124,1,1,not_compatible,0,0.0,638.0,6.75115
case_029790,100,20,0.5,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,10,9,22.0,168.031,54.163,39.072,168.031,0.148915,0.644821,1,1,not_compatible,0,0.0,198.0,1.68031
case_029791,160,250,1.0,A_strong,0.1,0.05,0.2,0.1,balanced,10,6,22.0,294.499,122.308,66.11,184.062,0.171972,0.744659,1,1,not_compatible,0,0.0,132.0,1.8406187500000002
case_029792,500,20,0.5,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,40,20,7.4,146.663,37.27,26.993,29.333,0.171098,0.740876,0,1,not_compatible,0,0.0,148.0,0.29332600000000003
case_029793,250,120,0.2,B_medium,0.2,0.08,0.4,0.16,balanced,30,27,7.4,310.658,98.193,28.241,124.263,0.206325,0.893414,1,1,not_compatible,0,0.0,199.8,1.242632
case_029794,500,250,0.5,C_weak,0.35,0.12,0.7,0.24,balanced,30,30,50.0,542.214,189.619,363.638,108.443,0.073514,0.318326,1,1,not_compatible,0,0.0,1500.0,1.0844280000000002
case_029795,100,120,1.0,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,20,10,50.0,218.975,86.769,126.538,218.975,0.061363,0.265707,1,1,not_compatible,0,0.0,500.0,2.18975
case_029796,160,180,0.05,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,30,16,22.0,518.377,209.616,18.565,323.986,0.207255,0.897442,1,1,not_compatible,0,0.0,352.0,3.23985625
case_029797,400,50,0.5,B_medium,0.2,0.08,0.4,0.16,balanced,20,17,11.0,216.832,60.127,32.273,54.208,0.192514,0.83361,0,1,not_compatible,0,0.0,187.0,0.54208
case_029798,500,180,0.5,C_weak,0.35,0.12,0.7,0.24,balanced,30,23,22.0,370.757,116.964,166.635,74.151,0.12263,0.531004,0,1,not_compatible,0,0.0,506.0,0.741514
case_029799,250,250,0.5,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,20,20,7.4,356.734,133.493,48.332,142.694,0.187782,0.813118,1,1,not_compatible,0,0.0,148.0,1.426936
