scenario_id,transformer_kva,base_load_kw,feeder_length_km,cable_type,r1,x1,r0,x0,phase_balance_class,num_chargers_installed,num_chargers_active,charger_power_kw,total_active_power_kw,total_reactive_power_kvar,total_losses_kw,transformer_loading_pct,parkingbus_voltage_kv,min_bus_voltage_pu,overload_flag,undervoltage_flag,compatibility_class,recommended_max_active_chargers,recommended_max_power_per_charger_kw,charger_total_kw,load_ratio
case_011291,100,20,0.5,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,30,18,7.4,130.213,39.369,23.543,130.213,0.166292,0.720066,1,1,not_compatible,0,0.0,133.20000000000002,1.30213
case_011292,160,20,0.2,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,10,6,11.0,87.843,23.556,3.278,54.902,0.21566,0.933836,0,1,conditional,4,7.4,66.0,0.54901875
case_011293,250,120,1.0,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,30,25,50.0,599.951,278.612,286.964,239.98,0.084464,0.365741,1,1,not_compatible,0,0.0,1250.0,2.399804
case_011294,250,180,0.5,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,10,7,7.4,226.28,80.759,19.238,90.512,0.203909,0.882952,0,1,not_compatible,0,0.0,51.800000000000004,0.90512
case_011295,250,250,0.05,C_weak,0.35,0.12,0.7,0.24,balanced,10,9,22.0,443.899,157.366,27.817,177.559,0.21146,0.91565,1,1,not_compatible,0,0.0,198.0,1.775596
case_011296,100,180,1.0,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,10,6,22.0,166.597,63.807,72.307,166.597,0.104723,0.453466,1,1,not_compatible,0,0.0,132.0,1.6659700000000002
case_011297,250,50,0.5,A_strong,0.1,0.05,0.2,0.1,balanced,40,21,7.4,205.967,59.082,15.084,82.387,0.21125,0.914741,0,1,conditional,6,0.0,155.4,0.823868
case_011298,500,80,0.2,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,40,40,22.0,854.327,281.43,116.933,170.865,0.179294,0.776367,1,1,not_compatible,4,0.0,880.0,1.708654
case_011299,250,180,0.5,C_weak,0.35,0.12,0.7,0.24,balanced,40,32,7.4,277.517,92.728,95.048,111.007,0.147633,0.639268,1,1,not_compatible,0,0.0,236.8,1.110068
case_011300,400,50,0.05,A_strong,0.1,0.05,0.2,0.1,balanced,30,28,11.0,363.853,95.374,5.853,90.963,0.224611,0.972592,0,0,conditional,24,7.4,308.0,0.9096325000000001
case_011301,400,180,0.2,C_weak,0.35,0.12,0.7,0.24,balanced,10,5,50.0,370.233,115.551,68.754,92.558,0.180705,0.782474,0,1,not_compatible,0,0.0,250.0,0.9255825
case_011302,160,120,0.05,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,10,10,22.0,337.944,120.337,13.059,211.215,0.209382,0.90665,1,1,not_compatible,0,0.0,220.0,2.11215
case_011303,500,20,0.2,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,30,17,7.4,146.461,36.179,8.637,29.292,0.208955,0.904804,0,1,conditional,7,0.0,125.80000000000001,0.292922
case_011304,100,250,1.0,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,40,32,22.0,258.995,111.118,177.674,258.995,0.052018,0.225244,1,1,not_compatible,0,0.0,704.0,2.58995
case_011305,500,120,1.0,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,40,30,7.4,181.453,56.045,81.5,36.291,0.098533,0.426661,0,1,not_compatible,0,0.0,222.0,0.362906
case_011306,250,250,0.5,C_weak,0.35,0.12,0.7,0.24,balanced,10,7,7.4,224.925,80.146,63.316,89.97,0.160836,0.696441,0,1,not_compatible,0,0.0,51.800000000000004,0.8997
case_011307,400,120,0.2,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,10,9,7.4,192.291,59.861,10.89,48.073,0.212468,0.920015,0,1,conditional,0,0.0,66.60000000000001,0.4807275
case_011308,500,180,0.5,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,30,22,7.4,319.537,104.629,39.231,63.907,0.187793,0.813166,0,1,not_compatible,0,0.0,162.8,0.6390739999999999
case_011309,500,20,0.05,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,10,6,7.4,65.115,16.267,0.715,13.023,0.22662,0.981295,0,0,compatible,10,11.0,44.400000000000006,0.13022999999999998
case_011310,500,120,0.05,A_strong,0.1,0.05,0.2,0.1,balanced,10,10,7.4,195.643,58.469,1.643,39.129,0.227621,0.985628,0,0,compatible,10,22.0,74.0,0.391286
case_011311,500,180,0.05,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,10,8,7.4,247.034,79.349,8.477,49.407,0.218371,0.945573,0,1,conditional,6,3.7,59.2,0.494068
case_011312,400,180,1.0,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,40,29,22.0,470.68,182.107,172.725,117.67,0.108059,0.467907,1,1,not_compatible,0,0.0,638.0,1.1767
case_011313,500,120,0.5,B_medium,0.2,0.08,0.4,0.16,balanced,20,17,50.0,566.514,192.554,227.058,113.303,0.130924,0.566915,1,1,not_compatible,0,0.0,850.0,1.133028
case_011314,500,80,0.05,C_weak,0.35,0.12,0.7,0.24,balanced,10,6,22.0,217.988,59.093,5.988,43.598,0.223456,0.967594,0,0,compatible,9,22.0,132.0,0.435976
case_011315,250,80,1.0,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,20,16,11.0,184.484,59.581,51.6,73.794,0.137257,0.594338,0,1,not_compatible,0,0.0,176.0,0.737936
case_011316,400,250,0.5,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,40,38,11.0,538.583,194.885,110.055,134.646,0.163002,0.705818,1,1,not_compatible,0,0.0,418.0,1.3464574999999999
case_011317,250,120,1.0,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,30,27,7.4,219.179,73.877,69.326,87.671,0.136735,0.592078,0,1,not_compatible,0,0.0,199.8,0.876716
case_011318,100,250,0.2,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,30,15,22.0,400.17,191.083,98.494,400.17,0.141961,0.614709,1,1,not_compatible,0,0.0,330.0,4.0017000000000005
case_011319,100,50,0.2,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,10,7,50.0,334.304,138.961,45.404,334.304,0.171674,0.743372,1,1,not_compatible,0,3.7,350.0,3.34304
case_011320,500,20,0.05,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,30,26,22.0,579.776,163.83,36.86,115.955,0.203813,0.882535,1,1,not_compatible,10,7.4,572.0,1.159552
case_011321,250,180,1.0,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,40,31,11.0,282.212,102.92,118.337,112.885,0.102133,0.442251,1,1,not_compatible,0,0.0,341.0,1.1288479999999999
case_011322,400,180,1.0,C_weak,0.35,0.12,0.7,0.24,balanced,20,15,50.0,279.535,94.023,191.169,69.884,0.070953,0.307235,0,1,not_compatible,0,0.0,750.0,0.6988375000000001
case_011323,160,180,0.2,B_medium,0.2,0.08,0.4,0.16,balanced,40,32,22.0,651.71,296.216,141.093,407.318,0.167533,0.725441,1,1,not_compatible,0,0.0,704.0,4.0731875
case_011324,250,180,0.2,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,40,30,7.4,343.521,115.439,61.841,137.409,0.172864,0.748523,1,1,not_compatible,0,0.0,222.0,1.374084
case_011325,100,250,0.5,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,10,9,22.0,268.494,113.703,97.624,268.494,0.124857,0.540646,1,1,not_compatible,0,0.0,198.0,2.68494
case_011326,400,250,1.0,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,10,10,22.0,275.272,97.471,109.377,68.818,0.1166,0.504894,0,1,not_compatible,0,0.0,220.0,0.68818
case_011327,500,120,0.5,C_weak,0.35,0.12,0.7,0.24,balanced,20,12,22.0,269.076,79.977,86.828,53.815,0.154255,0.667943,0,1,not_compatible,0,0.0,264.0,0.5381520000000001
case_011328,250,180,0.2,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,10,9,50.0,469.355,165.171,118.739,187.742,0.146597,0.634785,1,1,not_compatible,0,0.0,450.0,1.87742
case_011329,250,120,0.2,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,40,33,22.0,539.952,196.915,168.384,215.981,0.120142,0.52023,1,1,not_compatible,0,0.0,726.0,2.159808
case_011330,400,80,0.5,B_medium,0.2,0.08,0.4,0.16,balanced,10,5,7.4,117.322,36.426,9.666,29.33,0.209149,0.905642,0,1,conditional,0,0.0,37.0,0.293305
case_011331,160,250,0.05,C_weak,0.35,0.12,0.7,0.24,balanced,10,10,11.0,353.769,138.563,19.44,221.105,0.210355,0.910863,1,1,not_compatible,0,0.0,110.0,2.21105625
case_011332,400,20,0.2,A_strong,0.1,0.05,0.2,0.1,balanced,40,31,22.0,668.179,203.867,66.031,167.045,0.201256,0.871464,1,1,not_compatible,9,7.4,682.0,1.6704474999999999
case_011333,400,80,0.5,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,10,6,11.0,130.073,39.105,21.943,32.518,0.175811,0.761284,0,1,not_compatible,0,0.0,66.0,0.32518250000000004
case_011334,100,50,0.05,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,30,29,50.0,844.158,665.796,126.132,844.158,0.131356,0.568787,1,1,not_compatible,0,0.0,1450.0,8.44158
case_011335,400,180,0.05,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,10,8,50.0,588.171,185.46,29.476,147.043,0.210117,0.909832,1,1,not_compatible,1,11.0,400.0,1.4704275000000002
case_011336,100,50,0.2,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,30,22,11.0,272.306,106.072,18.303,272.306,0.194057,0.840292,1,1,not_compatible,2,0.0,242.0,2.72306
case_011337,500,250,0.5,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,30,29,50.0,926.505,385.811,348.288,185.301,0.101418,0.439154,1,1,not_compatible,0,0.0,1450.0,1.85301
case_011338,250,120,1.0,C_weak,0.35,0.12,0.7,0.24,balanced,10,8,22.0,171.406,54.954,71.631,68.562,0.127659,0.55278,0,1,not_compatible,0,0.0,176.0,0.685624
case_011339,500,120,0.05,A_strong,0.1,0.05,0.2,0.1,balanced,10,10,7.4,195.643,58.469,1.643,39.129,0.227621,0.985628,0,0,compatible,10,22.0,74.0,0.391286
case_011340,100,120,0.5,C_weak,0.35,0.12,0.7,0.24,balanced,20,14,22.0,266.912,105.219,93.519,266.912,0.140324,0.60762,1,1,not_compatible,0,0.0,308.0,2.66912
case_011341,400,50,1.0,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,40,40,22.0,378.242,134.394,206.299,94.561,0.075715,0.327856,0,1,not_compatible,0,0.0,880.0,0.945605
case_011342,160,120,0.5,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,10,8,7.4,152.664,51.837,29.348,95.415,0.176747,0.765335,0,1,not_compatible,0,0.0,59.2,0.9541499999999999
case_011343,400,120,0.2,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,30,22,11.0,314.123,94.496,54.911,78.531,0.169336,0.733244,0,1,not_compatible,0,0.0,242.0,0.7853074999999999
case_011344,160,180,1.0,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,10,7,50.0,215.464,77.987,118.56,134.665,0.07592,0.328744,1,1,not_compatible,0,0.0,350.0,1.34665
case_011345,160,120,0.5,C_weak,0.35,0.12,0.7,0.24,balanced,10,10,11.0,184.456,61.842,42.459,115.285,0.169806,0.735284,1,1,not_compatible,0,0.0,110.0,1.15285
case_011346,100,180,0.5,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,20,20,11.0,294.523,126.498,69.652,294.523,0.154377,0.668471,1,1,not_compatible,0,0.0,220.0,2.9452300000000005
case_011347,250,80,0.2,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,20,11,11.0,194.341,57.828,20.082,77.736,0.195696,0.847388,0,1,not_compatible,0,0.0,121.0,0.777364
case_011348,250,250,0.05,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,40,28,11.0,528.267,195.066,44.92,211.307,0.194553,0.842441,1,1,not_compatible,0,0.0,308.0,2.113068
case_011349,100,180,0.05,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,30,22,50.0,743.776,559.406,103.164,743.776,0.131105,0.567701,1,1,not_compatible,0,0.0,1100.0,7.43776
case_011350,250,20,1.0,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,10,5,22.0,124.649,34.463,13.222,49.86,0.190825,0.826298,0,1,not_compatible,0,3.7,110.0,0.498596
case_011351,100,80,1.0,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,20,19,7.4,136.041,47.252,48.622,136.041,0.117568,0.509084,1,1,not_compatible,0,0.0,140.6,1.36041
case_011352,250,180,0.5,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,10,9,22.0,340.766,121.212,45.137,136.306,0.184268,0.797904,1,1,not_compatible,0,0.0,198.0,1.363064
case_011353,160,250,1.0,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,10,7,11.0,176.69,65.007,78.705,110.431,0.116185,0.503095,1,1,not_compatible,0,0.0,77.0,1.1043125
case_011354,500,120,0.05,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,30,26,7.4,317.892,90.952,15.235,63.578,0.212243,0.919037,0,1,conditional,11,0.0,192.4,0.635784
case_011355,160,120,0.5,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,10,5,11.0,173.967,61.135,11.861,108.73,0.20647,0.89404,1,1,not_compatible,0,0.0,55.0,1.0872937500000002
case_011356,250,250,0.5,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,40,30,11.0,468.273,183.236,88.597,187.309,0.16277,0.704816,1,1,not_compatible,0,0.0,330.0,1.8730920000000002
case_011357,160,180,0.2,A_strong,0.1,0.05,0.2,0.1,balanced,30,16,7.4,297.47,110.145,15.116,185.919,0.212436,0.919874,1,1,not_compatible,0,0.0,118.4,1.8591875000000002
case_011358,160,180,0.5,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,10,9,11.0,236.663,87.804,42.216,147.914,0.175524,0.76004,1,1,not_compatible,0,0.0,99.0,1.47914375
case_011359,250,180,0.05,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,40,32,50.0,1188.966,599.686,260.264,475.586,0.134936,0.58429,1,1,not_compatible,0,0.0,1600.0,4.755864
case_011360,250,50,1.0,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,40,31,50.0,443.831,184.774,295.462,177.532,0.049138,0.212776,1,1,not_compatible,0,0.0,1550.0,1.7753240000000001
case_011361,160,50,0.2,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,40,23,22.0,391.719,146.04,98.276,244.824,0.135061,0.584833,1,1,not_compatible,0,0.0,506.0,2.44824375
case_011362,160,250,0.2,C_weak,0.35,0.12,0.7,0.24,balanced,10,8,50.0,471.698,192.691,120.891,294.811,0.159778,0.691859,1,1,not_compatible,0,0.0,400.0,2.9481124999999997
case_011363,160,120,0.5,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,40,37,11.0,352.344,136.509,101.72,220.215,0.128584,0.556785,1,1,not_compatible,0,0.0,407.0,2.20215
case_011364,160,120,0.2,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,10,10,7.4,194.403,66.615,12.201,121.502,0.207397,0.898053,1,1,not_compatible,0,0.0,74.0,1.21501875
case_011365,100,80,1.0,C_weak,0.35,0.12,0.7,0.24,balanced,10,6,50.0,187.626,68.533,88.888,187.626,0.117112,0.507109,1,1,not_compatible,0,0.0,300.0,1.87626
case_011366,400,120,0.05,C_weak,0.35,0.12,0.7,0.24,balanced,20,19,7.4,270.076,78.901,9.476,67.519,0.220269,0.953792,0,0,compatible,20,7.4,140.6,0.6751900000000001
case_011367,160,180,1.0,C_weak,0.35,0.12,0.7,0.24,balanced,30,23,50.0,295.466,116.833,223.423,184.666,0.051908,0.224766,1,1,not_compatible,0,0.0,1150.0,1.8466625
case_011368,400,120,0.5,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,10,7,11.0,197.837,62.838,14.557,49.459,0.206265,0.893152,0,1,not_compatible,0,0.0,77.0,0.4945925
case_011369,400,250,1.0,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,30,28,22.0,369.691,135.594,197.353,92.423,0.084049,0.363944,0,1,not_compatible,0,0.0,616.0,0.9242275
case_011370,250,120,0.2,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,40,28,50.0,1015.388,506.218,219.536,406.155,0.134291,0.581497,1,1,not_compatible,0,0.0,1400.0,4.061552
case_011371,250,250,1.0,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,30,21,11.0,277.176,102.943,111.731,110.87,0.119077,0.51562,1,1,not_compatible,0,0.0,231.0,1.108704
case_011372,400,250,0.5,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,40,29,11.0,330.536,109.034,135.309,82.634,0.117357,0.50817,0,1,not_compatible,0,0.0,319.0,0.82634
case_011373,100,250,1.0,C_weak,0.35,0.12,0.7,0.24,balanced,10,8,11.0,176.029,69.698,79.889,176.029,0.120379,0.521256,1,1,not_compatible,0,0.0,88.0,1.76029
case_011374,100,120,0.2,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,20,18,22.0,390.773,185.612,65.458,390.773,0.154357,0.668383,1,1,not_compatible,0,0.0,396.0,3.9077300000000004
case_011375,160,250,0.05,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,10,10,7.4,321.268,126.251,16.3,200.793,0.209885,0.90883,1,1,not_compatible,0,0.0,74.0,2.0079249999999997
case_011376,250,80,0.2,C_weak,0.35,0.12,0.7,0.24,balanced,20,17,22.0,383.241,119.889,73.387,153.296,0.180422,0.781252,1,1,not_compatible,0,0.0,374.0,1.532964
case_011377,250,20,0.2,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,30,30,22.0,473.574,158.536,130.1,189.43,0.13154,0.569587,1,1,not_compatible,0,0.0,660.0,1.894296
case_011378,250,120,1.0,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,40,38,50.0,312.755,116.076,247.013,125.102,0.022176,0.096027,1,1,not_compatible,0,0.0,1900.0,1.25102
case_011379,400,250,0.05,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,10,6,50.0,536.008,178.074,43.986,134.002,0.19828,0.858577,1,1,not_compatible,0,0.0,300.0,1.34002
case_011380,250,250,0.5,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,40,31,11.0,331.547,116.665,138.75,132.619,0.113979,0.493542,1,1,not_compatible,0,0.0,341.0,1.3261880000000001
case_011381,100,50,1.0,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,10,6,50.0,166.361,59.317,75.15,166.361,0.081744,0.353964,1,1,not_compatible,0,0.0,300.0,1.6636099999999998
case_011382,100,120,1.0,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,10,8,22.0,200.892,78.206,60.993,200.892,0.139446,0.603819,1,1,not_compatible,0,0.0,176.0,2.00892
case_011383,100,80,0.5,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,30,21,7.4,180.969,63.501,43.291,180.969,0.154013,0.666895,1,1,not_compatible,0,0.0,155.4,1.80969
case_011384,100,80,0.5,C_weak,0.35,0.12,0.7,0.24,mildly_unbalanced,10,5,50.0,219.169,81.298,66.528,219.169,0.127785,0.553326,1,1,not_compatible,0,0.0,250.0,2.19169
case_011385,250,120,0.05,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,10,10,22.0,346.529,110.566,7.434,138.612,0.21816,0.944661,1,1,not_compatible,3,7.4,220.0,1.386116
case_011386,100,180,0.5,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,10,6,7.4,175.387,68.835,40.683,175.387,0.163393,0.707512,1,1,not_compatible,0,0.0,44.400000000000006,1.75387
case_011387,160,250,0.2,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,20,14,11.0,333.548,129.989,61.795,208.468,0.16863,0.730191,1,1,not_compatible,0,0.0,154.0,2.084675
case_011388,100,80,1.0,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,40,36,22.0,334.151,158.153,178.914,334.151,0.074768,0.323756,1,1,not_compatible,0,0.0,792.0,3.34151
case_011389,100,180,1.0,A_strong,0.1,0.05,0.2,0.1,balanced,40,30,11.0,339.642,161.487,94.077,339.642,0.155314,0.67253,1,1,not_compatible,0,0.0,330.0,3.39642
case_011390,160,120,0.2,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,40,33,7.4,334.98,119.469,36.864,209.363,0.189147,0.819031,1,1,not_compatible,0,0.0,244.20000000000002,2.0936250000000003
case_011391,100,80,0.5,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,30,15,22.0,333.85,143.502,50.704,333.85,0.1677,0.726162,1,1,not_compatible,0,0.0,330.0,3.3385000000000002
case_011392,250,20,0.5,C_weak,0.35,0.12,0.7,0.24,balanced,20,15,7.4,121.472,31.523,17.479,48.589,0.196028,0.848827,0,1,not_compatible,0,0.0,111.0,0.485888
case_011393,160,250,0.5,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,20,16,22.0,388.663,162.1,120.856,242.914,0.127618,0.552604,1,1,not_compatible,0,0.0,352.0,2.42914375
case_011394,250,250,0.2,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,30,22,7.4,348.591,123.848,64.764,139.436,0.170459,0.738108,1,1,not_compatible,0,0.0,162.8,1.394364
case_011395,250,180,0.5,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,40,27,11.0,353.87,125.074,92.967,141.548,0.149205,0.646075,1,1,not_compatible,0,0.0,297.0,1.41548
case_011396,160,80,1.0,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,20,14,22.0,228.495,82.406,82.243,142.81,0.109411,0.473762,1,1,not_compatible,0,0.0,308.0,1.42809375
case_011397,400,50,0.05,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,30,18,7.4,185.278,48.952,2.078,46.319,0.225208,0.975179,0,0,compatible,30,11.0,133.20000000000002,0.46319499999999997
case_011398,160,120,0.2,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,30,21,22.0,518.048,212.143,51.264,323.78,0.185135,0.801659,1,1,not_compatible,0,0.0,462.0,3.2378
case_011399,100,50,0.05,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,30,28,22.0,564.913,294.563,31.446,564.913,0.184787,0.800152,1,1,not_compatible,1,0.0,616.0,5.64913
case_011400,250,50,0.2,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,20,13,22.0,303.918,95.084,38.547,121.567,0.18108,0.784099,1,1,not_compatible,1,0.0,286.0,1.215672
case_011401,160,180,1.0,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,10,8,7.4,148.721,53.22,55.971,92.951,0.125417,0.543071,0,1,not_compatible,0,0.0,59.2,0.92950625
case_011402,250,50,0.05,A_strong,0.1,0.05,0.2,0.1,balanced,40,23,22.0,569.816,181.511,16.974,227.927,0.217715,0.942734,1,1,not_compatible,6,3.7,506.0,2.279264
case_011403,160,180,0.5,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,10,5,11.0,224.873,85.243,19.851,140.546,0.200786,0.869428,1,1,not_compatible,0,0.0,55.0,1.4054562499999999
case_011404,250,250,0.2,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,10,5,22.0,358.353,131.212,21.197,143.341,0.208067,0.900958,1,1,not_compatible,0,0.0,110.0,1.4334120000000001
case_011405,500,180,0.05,B_medium,0.2,0.08,0.4,0.16,balanced,10,7,22.0,343.19,104.082,9.19,68.638,0.221478,0.95903,0,0,compatible,9,22.0,154.0,0.68638
case_011406,400,250,0.5,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,30,27,7.4,396.827,140.274,60.561,99.207,0.178268,0.771923,0,1,not_compatible,0,0.0,199.8,0.9920675
case_011407,160,50,0.2,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,10,8,11.0,132.831,40.328,12.174,83.019,0.195644,0.847162,0,1,not_compatible,0,0.0,88.0,0.83019375
case_011408,500,80,0.2,C_weak,0.35,0.12,0.7,0.24,balanced,10,9,50.0,441.156,125.481,93.739,88.231,0.179164,0.775804,0,1,not_compatible,0,0.0,450.0,0.882312
case_011409,250,180,0.2,C_weak,0.35,0.12,0.7,0.24,balanced,10,7,7.4,220.767,75.818,24.759,88.307,0.200507,0.868221,0,1,not_compatible,0,0.0,51.800000000000004,0.883068
case_011410,100,180,0.5,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,30,27,50.0,667.598,475.899,243.831,667.598,0.095959,0.415515,1,1,not_compatible,0,0.0,1350.0,6.675979999999999
case_011411,100,120,0.2,C_weak,0.35,0.12,0.7,0.24,balanced,10,10,50.0,431.358,198.042,108.267,431.358,0.152675,0.661103,1,1,not_compatible,0,0.0,500.0,4.31358
case_011412,250,20,1.0,A_strong,0.1,0.05,0.2,0.1,heavily_unbalanced,10,10,22.0,204.445,61.952,35.409,81.778,0.1657,0.717501,0,1,not_compatible,0,0.0,220.0,0.81778
case_011413,500,250,0.5,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,10,9,50.0,559.005,197.216,118.805,111.801,0.15914,0.689097,1,1,not_compatible,0,0.0,450.0,1.11801
case_011414,250,120,1.0,A_strong,0.1,0.05,0.2,0.1,balanced,10,7,7.4,162.009,55.512,18.864,64.804,0.198248,0.85844,0,1,not_compatible,0,0.0,51.800000000000004,0.648036
case_011415,100,180,0.2,A_strong,0.1,0.05,0.2,0.1,mildly_unbalanced,40,40,7.4,414.564,195.33,36.083,414.564,0.187399,0.81146,1,1,not_compatible,0,0.0,296.0,4.14564
case_011416,100,250,0.5,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,20,14,22.0,350.113,166.867,105.135,350.113,0.126997,0.549913,1,1,not_compatible,0,0.0,308.0,3.50113
case_011417,400,250,1.0,C_weak,0.35,0.12,0.7,0.24,balanced,40,36,22.0,288.562,98.676,204.413,72.141,0.065425,0.283299,0,1,not_compatible,0,0.0,792.0,0.7214050000000001
case_011418,160,180,0.5,C_weak,0.35,0.12,0.7,0.24,heavily_unbalanced,20,18,50.0,396.395,161.677,214.69,247.747,0.061067,0.264428,1,1,not_compatible,0,0.0,900.0,2.47746875
case_011419,250,250,0.5,B_medium,0.2,0.08,0.4,0.16,mildly_unbalanced,20,16,7.4,297.544,108.617,64.814,119.018,0.169154,0.732458,1,1,not_compatible,0,0.0,118.4,1.190176
case_011420,160,250,0.05,A_strong,0.1,0.05,0.2,0.1,balanced,30,16,22.0,577.737,246.738,22.267,361.086,0.209213,0.905918,1,1,not_compatible,0,0.0,352.0,3.61085625
case_011421,160,120,0.5,A_strong,0.1,0.05,0.2,0.1,balanced,40,37,22.0,630.013,299.966,164.483,393.758,0.154975,0.671063,1,1,not_compatible,0,0.0,814.0,3.93758125
case_011422,100,120,0.05,B_medium,0.2,0.08,0.4,0.16,heavily_unbalanced,20,16,50.0,637.212,406.595,70.063,637.212,0.151828,0.657434,1,1,not_compatible,0,0.0,800.0,6.37212
case_011423,160,120,0.5,B_medium,0.2,0.08,0.4,0.16,balanced,20,19,11.0,270.987,95.35,53.728,169.367,0.176796,0.76555,1,1,not_compatible,0,0.0,209.0,1.69366875
case_011424,100,20,0.2,A_strong,0.1,0.05,0.2,0.1,balanced,40,34,50.0,856.729,701.774,202.666,856.729,0.135549,0.586946,1,1,not_compatible,0,0.0,1700.0,8.56729
