name_ar,name_en,caza_ar,is_municipality,source,added_at
كفرحورة,Kfarhoura,,no,Towns.xlsx,2026-05-31
دريا البترون,Daraya El-Batroun,,no,Towns.xlsx,2026-05-31
سفيلة بكفيا,Sfeilet Bikfaya,,no,Towns.xlsx,2026-05-31
حميص عكار,Hmaiss Aakkar,,no,Towns.xlsx,2026-05-31
خريبة حاصبيّا,Khreibet Hasbaiya,,no,Towns.xlsx,2026-05-31
مزرعة قلعة ميس,Mazraat Qalaat El-Meis,,no,Towns.xlsx,2026-05-31
عين كفاع,Aain Kfaa,,no,Towns.xlsx,2026-05-31
مزرعة النهر عاليه,Mazraat En-Nahr Aaley,,no,Towns.xlsx,2026-05-31
كفيفان,Kfifane,,no,Towns.xlsx,2026-05-31
شميسة بعبدا,Chmeisset Baabda,,no,Towns.xlsx,2026-05-31
دير مار عبدا المشمر,Deir Mar Aabda el Mchammar,,no,Towns.xlsx,2026-05-31
غرفين,Ghofrine,,no,Towns.xlsx,2026-05-31
بحبوش الكورة,Bhabbouch El-Koura,,no,Towns.xlsx,2026-05-31
خروب المنيه,Kharroub-Miniyeh,,no,Towns.xlsx,2026-05-31
نيحا البترون,Niha El-Batroun,,no,Towns.xlsx,2026-05-31
تلة زغرتا,Tallet Zgharta,,no,Towns.xlsx,2026-05-31
دير شمرا,Deir Chamra,,no,Towns.xlsx,2026-05-31
وادي الحور,Ouadi El-Haour,,yes,Towns.xlsx,2026-05-31
تدمر,Tadmor,,no,Towns.xlsx,2026-05-31
مراح المير,Mazraat Mrah El-Mir,,no,Towns.xlsx,2026-05-31
مزرعة الكريم,Mazraat El-Kreme,,no,Towns.xlsx,2026-05-31
مزرعة البياض,Mazraat El-Bayad En-Nabatieh,,no,Towns.xlsx,2026-05-31
بسبينا,Basbina,,no,Towns.xlsx,2026-05-31
مرادية,Mradiyeh,,no,Towns.xlsx,2026-05-31
عصيموت,Aasaymout,,no,Towns.xlsx,2026-05-31
عين الجوزة بعلبك,Aain Ej-Jaouz Baalbek,,no,Towns.xlsx,2026-05-31
حبشيت,Habchit,,no,Towns.xlsx,2026-05-31
نمورة كسروان,Nammoura Kesrouane,,no,Towns.xlsx,2026-05-31
عين الدلبة كسروان,Aain Ed-Delbeh Kesrouane,,no,Towns.xlsx,2026-05-31
صغار,Sghar,,no,Towns.xlsx,2026-05-31
عين جرفا,Aain Jarfa,,yes,Towns.xlsx,2026-05-31
دوق,Douq,,no,Towns.xlsx,2026-05-31
بزيون,Bayzoun,,no,Towns.xlsx,2026-05-31
عبدللي,AAbdelli,,no,Towns.xlsx,2026-05-31
برشا,Barcha,,no,Towns.xlsx,2026-05-31
زغرتا المتاولة,Zgharta El-Mtaouile,,no,Towns.xlsx,2026-05-31
بحنين,Bhannine,,no,Towns.xlsx,2026-05-31
القصير عكار,Qsair Aakkar,,no,Towns.xlsx,2026-05-31
مزرعة دمول,Mazraat Dmoul,,no,Towns.xlsx,2026-05-31
بنواتي الشوف,Benouati Ech-Chouf,,no,Towns.xlsx,2026-05-31
جليسه,Jlisseh,,no,Towns.xlsx,2026-05-31
غرزوز,Gharzouz,,no,Towns.xlsx,2026-05-31
خزيز,Khzaiz,,no,Towns.xlsx,2026-05-31
رام البترون,Ram El-Batroun,,no,Towns.xlsx,2026-05-31
قاع جوار مكية,Qaa Jouar Maqiyé,,no,Towns.xlsx,2026-05-31
دير عين الجوزة,Deir Aain Ej-Jaouzeh,,no,Towns.xlsx,2026-05-31
مزرعة طير سمحات,Mazraat Tayr Semhat,,no,Towns.xlsx,2026-05-31
حوش الغنم,Haouch El-Ghanam,,no,Towns.xlsx,2026-05-31
بسفرين,Bsifrine,,no,Towns.xlsx,2026-05-31
بشحارة,Bechehhara,,no,Towns.xlsx,2026-05-31
مزرعة إجبع,Mazraat Ajbeaa,,no,Towns.xlsx,2026-05-31
عرمه,Aarmeh,,no,Towns.xlsx,2026-05-31
مزرعة عساف,Mazraat Aassaf,,no,Towns.xlsx,2026-05-31
مار ليا ملحم,Marlaya Melhem,,no,Towns.xlsx,2026-05-31
مزرعة زغرين جزين,Mazraat Zighrine Jezzine,,no,Towns.xlsx,2026-05-31
المجدل عكار,Majdel Akkar,,no,Towns.xlsx,2026-05-31
بلحص,Boulhos,,no,Towns.xlsx,2026-05-31
مغيره الشوف,Moughayret Ech-Chouf,,no,Towns.xlsx,2026-05-31
صبوبا,Sbouba,,no,Towns.xlsx,2026-05-31
حبالين,Hbaline,,no,Towns.xlsx,2026-05-31
قهمز,Qahmez,,no,Towns.xlsx,2026-05-31
عردات,Aardat,,no,Towns.xlsx,2026-05-31
مزيمح,Mzeihmeh,,no,Towns.xlsx,2026-05-31
عدّوس,Aadous,,no,Towns.xlsx,2026-05-31
بكيفا الشوف,Bkifa Ech-Chouf,,no,Towns.xlsx,2026-05-31
طويري,Touayri,,no,Towns.xlsx,2026-05-31
روضه المنيه,Raouda-Aadoua,,no,Towns.xlsx,2026-05-31
إسكندرونة صور,Iskandarouna Sour,,no,Towns.xlsx,2026-05-31
عين الخروبة,Aain El-Kharroubeh,,yes,Towns.xlsx,2026-05-31
معاد,Maad,,no,Towns.xlsx,2026-05-31
حربونا,Harbouna,,no,Towns.xlsx,2026-05-31
جورة البلوط,Jouret El-Ballout,,yes,Towns.xlsx,2026-05-31
اجبع,Ijbaa,,no,Towns.xlsx,2026-05-31
قطنعون,Qatnaaoun,,no,Towns.xlsx,2026-05-31
تبنا,Tebna,,no,Towns.xlsx,2026-05-31
شوريت,Chourit,,no,Towns.xlsx,2026-05-31
فرحت,Ferhet,,no,Towns.xlsx,2026-05-31
جزيرة صيدا,Jazira Saida,,no,Towns.xlsx,2026-05-31
دكوة,Dakoueh,,no,Towns.xlsx,2026-05-31
دير المخلص الشوف,Deir El-Moukhalles Ech-Chouf,,no,Towns.xlsx,2026-05-31
بيت منزر,Beit Menzer,,no,Towns.xlsx,2026-05-31
بتبيات,Btibyat,,yes,Towns.xlsx,2026-05-31
كفر شخنا,Kfarchakhna,,no,Towns.xlsx,2026-05-31
قنابة صليما,Qannebet Salima,,no,Towns.xlsx,2026-05-31
زكرون,Zakroun,,no,Towns.xlsx,2026-05-31
شويا المتن,Chouaya El-Matn,,no,Towns.xlsx,2026-05-31
مزرعة الحسينية,Mazraat El-Houssainiyeh,,no,Towns.xlsx,2026-05-31
مشاع الجبه,Mchaa Ej-Jibbé,,no,Towns.xlsx,2026-05-31
قتالة جزين,Qtaleh Jezzine,,no,Towns.xlsx,2026-05-31
مزرعة الزلوطية,Mazraat Ez-Zalloutiyeh,,no,Towns.xlsx,2026-05-31
مزرعة المعادن,Mazraat El-Maaden,,no,Towns.xlsx,2026-05-31
مزرعة الدوير,Mazraat Ed-Douair,,no,Towns.xlsx,2026-05-31
غوما,Ghouma,,no,Towns.xlsx,2026-05-31
كفر كده,Kfar Kiddeh,,no,Towns.xlsx,2026-05-31
مزمورة,Mazmoura,,no,Towns.xlsx,2026-05-31
الوقف بقاع الغربي,Ouaqf West Bekaa,,no,Towns.xlsx,2026-05-31
Aaray,Aaray,,no,Towns.xlsx,2026-05-31
Mazraat Er-Remtaniyeh,Mazraat Er-Remtaniyeh,,no,Towns.xlsx,2026-05-31
Zahleh El-Berbara,Zahleh El-Berbara,,no,Towns.xlsx,2026-05-31
Dellafeh,Dellafeh,,no,Towns.xlsx,2026-05-31
Chbail,Chbail,,no,Towns.xlsx,2026-05-31
Rachaiya,Rachaiya,,no,Towns.xlsx,2026-05-31
Tiri,Tiri,,no,Towns.xlsx,2026-05-31
Ouadi bnehlay,Ouadi bnehlay,,no,Towns.xlsx,2026-05-31
Harbouna,Harbouna,,no,Towns.xlsx,2026-05-31
Saadine,Saadine,,no,Towns.xlsx,2026-05-31
Mazraat Qrouh,Mazraat Qrouh,,no,Towns.xlsx,2026-05-31
Cheikhlar,Cheikhlar,,no,Towns.xlsx,2026-05-31
Bechouat,Bechouat,,no,Towns.xlsx,2026-05-31
Mazraat Jamjim,Mazraat Jamjim,,no,Towns.xlsx,2026-05-31
Moukhtara,Moukhtara,,no,Towns.xlsx,2026-05-31
Barich,Barich,,no,Towns.xlsx,2026-05-31
Dhayra,Dhayra,,no,Towns.xlsx,2026-05-31
Mhaidset Matn,Mhaidset Matn,,no,Towns.xlsx,2026-05-31
Riha,Riha,,no,Towns.xlsx,2026-05-31
Mchaneh,Mchaneh,,no,Towns.xlsx,2026-05-31
Mghairiyeh Ech-Chouf,Mghairiyeh Ech-Chouf,,no,Towns.xlsx,2026-05-31
Aain Aata,Aain Aata,,no,Towns.xlsx,2026-05-31
Mazraat Deir Taqla,Mazraat Deir Taqla,,no,Towns.xlsx,2026-05-31
Mzaraat El-Ouasta,Mzaraat El-Ouasta,,no,Towns.xlsx,2026-05-31
Chimlane,Chimlane,,no,Towns.xlsx,2026-05-31
Mazraat El-Maaden,Mazraat El-Maaden,,no,Towns.xlsx,2026-05-31
Qabaait,Qabaait,,no,Towns.xlsx,2026-05-31
Hokr Etti,Hokr Etti,,no,Towns.xlsx,2026-05-31
Khirbet Selm,Khirbet Selm,,no,Towns.xlsx,2026-05-31
Bqosta,Bqosta,,no,Towns.xlsx,2026-05-31
Bqaiaa El-Koura,Bqaiaa El-Koura,,no,Towns.xlsx,2026-05-31
Bejjeh,Bejjeh,,no,Towns.xlsx,2026-05-31
Kfar Mashoun,Kfar Mashoun,,no,Towns.xlsx,2026-05-31
Rachaf,Rachaf,,no,Towns.xlsx,2026-05-31
Zaghartaghrine,Zaghartaghrine,,no,Towns.xlsx,2026-05-31
Aayroun,Aayroun,,no,Towns.xlsx,2026-05-31
Bnabil,Bnabil,,no,Towns.xlsx,2026-05-31
Hmaileh,Hmaileh,,no,Towns.xlsx,2026-05-31
Metrit,Metrit,,no,Towns.xlsx,2026-05-31
Bchamoun,Bchamoun,,no,Towns.xlsx,2026-05-31
Qornet Chehouane,Qornet Chehouane,,no,Towns.xlsx,2026-05-31
Qabb Elias,Qabb Elias,,no,Towns.xlsx,2026-05-31
Harharaya,Harharaya,,no,Towns.xlsx,2026-05-31
Menneaa,Menneaa,,no,Towns.xlsx,2026-05-31
Jounie Haret Sakhr,Jounie Haret Sakhr,,no,Towns.xlsx,2026-05-31
Dahr Ed-Deir,Dahr Ed-Deir,,no,Towns.xlsx,2026-05-31
Nmairiyeh,Nmairiyeh,,no,Towns.xlsx,2026-05-31
Minie,Minie,,no,Towns.xlsx,2026-05-31
Qnayouer,Qnayouer,,no,Towns.xlsx,2026-05-31
Laqlouq,Laqlouq,,no,Towns.xlsx,2026-05-31
Mazraat El-Aarqoub,Mazraat El-Aarqoub,,no,Towns.xlsx,2026-05-31
Qraiyet Saida,Qraiyet Saida,,no,Towns.xlsx,2026-05-31
Deir Jannine,Deir Jannine,,no,Towns.xlsx,2026-05-31
Brayj Jbayl,Brayj Jbayl,,no,Towns.xlsx,2026-05-31
Kfar Hay,Kfar Hay,,no,Towns.xlsx,2026-05-31
Dmit,Dmit,,no,Towns.xlsx,2026-05-31
Deir Mar Youssef Jrabta,Deir Mar Youssef Jrabta,,no,Towns.xlsx,2026-05-31
Kfar Tay Kesrouane,Kfar Tay Kesrouane,,no,Towns.xlsx,2026-05-31
Hanine,Hanine,,no,Towns.xlsx,2026-05-31
Aaynab,Aaynab,,no,Towns.xlsx,2026-05-31
Ijbaa,Ijbaa,,no,Towns.xlsx,2026-05-31
Bouday,Bouday,,no,Towns.xlsx,2026-05-31
Ouadi Chahine,Ouadi Chahine,,no,Towns.xlsx,2026-05-31
Qana,Qana,,no,Towns.xlsx,2026-05-31
Khirbet Rouha,Khirbet Rouha,,no,Towns.xlsx,2026-05-31
Ouadi Faara,Ouadi Faara,,no,Towns.xlsx,2026-05-31
Aassoun,Aassoun,,no,Towns.xlsx,2026-05-31
Aaintaroun,Aaintaroun,,no,Towns.xlsx,2026-05-31
Kafra Bant Jbayl,Kafra Bant Jbayl,,no,Towns.xlsx,2026-05-31
mazboud,mazboud,,no,Towns.xlsx,2026-05-31
Gharifeh,Gharifeh,,no,Towns.xlsx,2026-05-31
Tadmor,Tadmor,,no,Towns.xlsx,2026-05-31
Mayrouba,Mayrouba,,no,Towns.xlsx,2026-05-31
Raouda-Aadoua,Raouda-Aadoua,,no,Towns.xlsx,2026-05-31
Laylakeh,Laylakeh,,no,Towns.xlsx,2026-05-31
Ghineh,Ghineh,,no,Towns.xlsx,2026-05-31
Qalhat,Qalhat,,no,Towns.xlsx,2026-05-31
Qornayel,Qornayel,,no,Towns.xlsx,2026-05-31
Kfar Faqoud,Kfar Faqoud,,no,Towns.xlsx,2026-05-31
Mrebbine,Mrebbine,,no,Towns.xlsx,2026-05-31
Jbaa En-Nabatiyeh,Jbaa En-Nabatiyeh,,no,Towns.xlsx,2026-05-31
Aadous,Aadous,,no,Towns.xlsx,2026-05-31
Yammouneh,Yammouneh,,no,Towns.xlsx,2026-05-31
Zebqine,Zebqine,,no,Towns.xlsx,2026-05-31
Aalita,Aalita,,no,Towns.xlsx,2026-05-31
Beit Habbaq,Beit Habbaq,,no,Towns.xlsx,2026-05-31
Kfar Houneh,Kfar Houneh,,no,Towns.xlsx,2026-05-31
Baalbek,Baalbek,,no,Towns.xlsx,2026-05-31
Boutchay,Boutchay,,no,Towns.xlsx,2026-05-31
Sir Ed-Danniyeh,Sir Ed-Danniyeh,,no,Towns.xlsx,2026-05-31
Marjaayoun,Marjaayoun,,no,Towns.xlsx,2026-05-31
Neftakhiyeh,Neftakhiyeh,,no,Towns.xlsx,2026-05-31
Souq El-Gharb,Souq El-Gharb,,no,Towns.xlsx,2026-05-31
Bdebba,Bdebba,,no,Towns.xlsx,2026-05-31
Barcha,Barcha,,no,Towns.xlsx,2026-05-31
Miyeh ou Miyeh,Miyeh ou Miyeh,,no,Towns.xlsx,2026-05-31
Charbine El-Hermel,Charbine El-Hermel,,no,Towns.xlsx,2026-05-31
Masrah,Masrah,,no,Towns.xlsx,2026-05-31
Charoun,Charoun,,no,Towns.xlsx,2026-05-31
Majdel Akkar,Majdel Akkar,,no,Towns.xlsx,2026-05-31
Zighrine El-Matn,Zighrine El-Matn,,no,Towns.xlsx,2026-05-31
Zahleh Er-Rassiyeh,Zahleh Er-Rassiyeh,,no,Towns.xlsx,2026-05-31
Zakroun,Zakroun,,no,Towns.xlsx,2026-05-31
Insariyeh,Insariyeh,,no,Towns.xlsx,2026-05-31
Kfayr Ez-Zait,Kfayr Ez-Zait,,no,Towns.xlsx,2026-05-31
Chmeisset Baabda,Chmeisset Baabda,,no,Towns.xlsx,2026-05-31
Jmailiyeh,Jmailiyeh,,no,Towns.xlsx,2026-05-31
Bakka,Bakka,,no,Towns.xlsx,2026-05-31
Tarchich,Tarchich,,no,Towns.xlsx,2026-05-31
Aaramoun Kesrouane,Aaramoun Kesrouane,,no,Towns.xlsx,2026-05-31
Mighraq Aakkar,Mighraq Aakkar,,no,Towns.xlsx,2026-05-31
Deir Billa,Deir Billa,,no,Towns.xlsx,2026-05-31
Barqa,Barqa,,no,Towns.xlsx,2026-05-31
Qoubber Chamra,Qoubber Chamra,,no,Towns.xlsx,2026-05-31
Khaldiyeh,Khaldiyeh,,no,Towns.xlsx,2026-05-31
litige,litige,,no,Towns.xlsx,2026-05-31
Kneisset Aakkar,Kneisset Aakkar,,no,Towns.xlsx,2026-05-31
Hdeine,Hdeine,,no,Towns.xlsx,2026-05-31
Ighbeh,Ighbeh,,no,Towns.xlsx,2026-05-31
Aainbal,Aainbal,,no,Towns.xlsx,2026-05-31
Mzaraat El-Khreibeh,Mzaraat El-Khreibeh,,no,Towns.xlsx,2026-05-31
Taazaniyeh,Taazaniyeh,,no,Towns.xlsx,2026-05-31
Beit Chlala,Beit Chlala,,no,Towns.xlsx,2026-05-31
Sarba En-Nabatieh,Sarba En-Nabatieh,,no,Towns.xlsx,2026-05-31
Faraya,Faraya,,no,Towns.xlsx,2026-05-31
Maghdoucheh,Maghdoucheh,,no,Towns.xlsx,2026-05-31
Mar Touma,Mar Touma,,no,Towns.xlsx,2026-05-31
Tfail,Tfail,,no,Towns.xlsx,2026-05-31
Louayzet Jezzine,Louayzet Jezzine,,no,Towns.xlsx,2026-05-31
Massaaoudiyeh,Massaaoudiyeh,,no,Towns.xlsx,2026-05-31
Sabbah,Sabbah,,no,Towns.xlsx,2026-05-31
Aain Zebdeh,Aain Zebdeh,,no,Towns.xlsx,2026-05-31
Seraaiita,Seraaiita,,no,Towns.xlsx,2026-05-31
Trablous jardins,Trablous jardins,,no,Towns.xlsx,2026-05-31
Chebaa,Chebaa,,no,Towns.xlsx,2026-05-31
Bqennaya,Bqennaya,,no,Towns.xlsx,2026-05-31
Midane Jezzine,Midane Jezzine,,no,Towns.xlsx,2026-05-31
Mtayriyeh,Mtayriyeh,,no,Towns.xlsx,2026-05-31
Nasriyet Zahleh,Nasriyet Zahleh,,no,Towns.xlsx,2026-05-31
Aadchit El-Qoussair,Aadchit El-Qoussair,,no,Towns.xlsx,2026-05-31
Nabi Ayla,Nabi Ayla,,no,Towns.xlsx,2026-05-31
Jisr El Qadi,Jisr El Qadi,,no,Towns.xlsx,2026-05-31
Batoulay,Batoulay,,no,Towns.xlsx,2026-05-31
Brih,Brih,,no,Towns.xlsx,2026-05-31
Tannoura,Tannoura,,no,Towns.xlsx,2026-05-31
Maasrati,Maasrati,,no,Towns.xlsx,2026-05-31
Aain Baalbek,Aain Baalbek,,no,Towns.xlsx,2026-05-31
Ras Baalbek El Gharbi,Ras Baalbek El Gharbi,,no,Towns.xlsx,2026-05-31
Deir Jdeide,Deir Jdeide,,no,Towns.xlsx,2026-05-31
Knisseh,Knisseh,,no,Towns.xlsx,2026-05-31
Kaoutariyet Es-Siyad,Kaoutariyet Es-Siyad,,no,Towns.xlsx,2026-05-31
Kfarhata Zgharta,Kfarhata Zgharta,,no,Towns.xlsx,2026-05-31
Machha,Machha,,no,Towns.xlsx,2026-05-31
Daraya El-Batroun,Daraya El-Batroun,,no,Towns.xlsx,2026-05-31
Aarsal,Aarsal,,no,Towns.xlsx,2026-05-31
Aayha,Aayha,,no,Towns.xlsx,2026-05-31
Hartiyeh,Hartiyeh,,no,Towns.xlsx,2026-05-31
Ramlieh,Ramlieh,,no,Towns.xlsx,2026-05-31
Sir El-Gharbiyeh,Sir El-Gharbiyeh,,no,Towns.xlsx,2026-05-31
Keyfoun,Keyfoun,,no,Towns.xlsx,2026-05-31
Ouata El-Jaouz,Ouata El-Jaouz,,no,Towns.xlsx,2026-05-31
Deir Dalloum,Deir Dalloum,,no,Towns.xlsx,2026-05-31
Qloud El-Baqieh,Qloud El-Baqieh,,no,Towns.xlsx,2026-05-31
Rmoul,Rmoul,,no,Towns.xlsx,2026-05-31
Trablous Ez-Zeitoun,Trablous Ez-Zeitoun,,no,Towns.xlsx,2026-05-31
Qraine,Qraine,,no,Towns.xlsx,2026-05-31
Zouq Bhannine,Zouq Bhannine,,no,Towns.xlsx,2026-05-31
Bazaaoun,Bazaaoun,,no,Towns.xlsx,2026-05-31
Khreibet Hasbaiya,Khreibet Hasbaiya,,no,Towns.xlsx,2026-05-31
Berhalioun,Berhalioun,,no,Towns.xlsx,2026-05-31
Btedine El-Leqch,Btedine El-Leqch,,no,Towns.xlsx,2026-05-31
Haris,Haris,,no,Towns.xlsx,2026-05-31
Bichtlida,Bichtlida,,no,Towns.xlsx,2026-05-31
Qarha Baalbek,Qarha Baalbek,,no,Towns.xlsx,2026-05-31
Aali En-Nahri,Aali En-Nahri,,no,Towns.xlsx,2026-05-31
Chmout,Chmout,,no,Towns.xlsx,2026-05-31
Tallet Zgharta,Tallet Zgharta,,no,Towns.xlsx,2026-05-31
Aain El-Ghouaybeh,Aain El-Ghouaybeh,,no,Towns.xlsx,2026-05-31
Jdeidet Ech-Chouf,Jdeidet Ech-Chouf,,no,Towns.xlsx,2026-05-31
Khillet El-Mtain,Khillet El-Mtain,,no,Towns.xlsx,2026-05-31
Haouch Snaid,Haouch Snaid,,no,Towns.xlsx,2026-05-31
Beit Ed-Dine,Beit Ed-Dine,,no,Towns.xlsx,2026-05-31
Kfar Aamay,Kfar Aamay,,no,Towns.xlsx,2026-05-31
Baalchmay,Baalchmay,,no,Towns.xlsx,2026-05-31
Kfar Kila,Kfar Kila,,no,Towns.xlsx,2026-05-31
Aandqet,Aandqet,,no,Towns.xlsx,2026-05-31
Aain Aanoub,Aain Aanoub,,no,Towns.xlsx,2026-05-31
litige,litige,,no,Towns.xlsx,2026-05-31
Dik El-Mehdi,Dik El-Mehdi,,no,Towns.xlsx,2026-05-31
Hazerta,Hazerta,,no,Towns.xlsx,2026-05-31
Ghosta,Ghosta,,no,Towns.xlsx,2026-05-31
Chihine,Chihine,,no,Towns.xlsx,2026-05-31
Deir El-Ghazal,Deir El-Ghazal,,no,Towns.xlsx,2026-05-31
Mrayjat Aaley,Mrayjat Aaley,,no,Towns.xlsx,2026-05-31
Bqaatouta,Bqaatouta,,no,Towns.xlsx,2026-05-31
Aaymar,Aaymar,,no,Towns.xlsx,2026-05-31
Jebla,Jebla,,no,Towns.xlsx,2026-05-31
Fiaa,Fiaa,,no,Towns.xlsx,2026-05-31
Mrah Chdid,Mrah Chdid,,no,Towns.xlsx,2026-05-31
Aayoun El-Matn,Aayoun El-Matn,,no,Towns.xlsx,2026-05-31
Qoussaya,Qoussaya,,no,Towns.xlsx,2026-05-31
Baabda,Baabda,,no,Towns.xlsx,2026-05-31
Anane,Anane,,no,Towns.xlsx,2026-05-31
Bkeftine,Bkeftine,,no,Towns.xlsx,2026-05-31
Janneh,Janneh,,no,Towns.xlsx,2026-05-31
Halba,Halba,,no,Towns.xlsx,2026-05-31
Khereibet Ech-Chouf,Khereibet Ech-Chouf,,no,Towns.xlsx,2026-05-31
Mazraat Yachouaa,Mazraat Yachouaa,,no,Towns.xlsx,2026-05-31
Aain Aar,Aain Aar,,no,Towns.xlsx,2026-05-31
Beit Chabab,Beit Chabab,,no,Towns.xlsx,2026-05-31
Ghandouriyet Bent Jbayl,Ghandouriyet Bent Jbayl,,no,Towns.xlsx,2026-05-31
Deir Qoubel,Deir Qoubel,,no,Towns.xlsx,2026-05-31
Badbhoun,Badbhoun,,no,Towns.xlsx,2026-05-31
Niha El-Chouf,Niha El-Chouf,,no,Towns.xlsx,2026-05-31
Dar Chmizzine,Dar Chmizzine,,no,Towns.xlsx,2026-05-31
Hidab,Hidab,,no,Towns.xlsx,2026-05-31
Beit El-Haouch,Beit El-Haouch,,no,Towns.xlsx,2026-05-31
Blat Jbeil,Blat Jbeil,,no,Towns.xlsx,2026-05-31
Sibline,Sibline,,no,Towns.xlsx,2026-05-31
Hadtoun,Hadtoun,,no,Towns.xlsx,2026-05-31
Toula El-Batroun,Toula El-Batroun,,no,Towns.xlsx,2026-05-31
Aaychiyeh,Aaychiyeh,,no,Towns.xlsx,2026-05-31
Qartaba,Qartaba,,no,Towns.xlsx,2026-05-31
Hsoun,Hsoun,,no,Towns.xlsx,2026-05-31
Aain Ouzain,Aain Ouzain,,no,Towns.xlsx,2026-05-31
Khreibet Aakkar,Khreibet Aakkar,,no,Towns.xlsx,2026-05-31
Serraaine Et-Tahta,Serraaine Et-Tahta,,no,Towns.xlsx,2026-05-31
Khirbet Char,Khirbet Char,,no,Towns.xlsx,2026-05-31
Kneisset Baalbek,Kneisset Baalbek,,no,Towns.xlsx,2026-05-31
Aamayer,Aamayer,,no,Towns.xlsx,2026-05-31
Aain Qania,Aain Qania,,no,Towns.xlsx,2026-05-31
Daqqoun,Daqqoun,,no,Towns.xlsx,2026-05-31
Bayssour Aaley,Bayssour Aaley,,no,Towns.xlsx,2026-05-31
Haytouleh,Haytouleh,,no,Towns.xlsx,2026-05-31
Kfar Chima,Kfar Chima,,no,Towns.xlsx,2026-05-31
Aain Ed-Delbeh Jbayl,Aain Ed-Delbeh Jbayl,,no,Towns.xlsx,2026-05-31
Bardeh,Bardeh,,no,Towns.xlsx,2026-05-31
Hayssa,Hayssa,,no,Towns.xlsx,2026-05-31
Mayasseh,Mayasseh,,no,Towns.xlsx,2026-05-31
Khartoum,Khartoum,,no,Towns.xlsx,2026-05-31
Jadra,Jadra,,no,Towns.xlsx,2026-05-31
Nasriyet Rizk,Nasriyet Rizk,,no,Towns.xlsx,2026-05-31
Mhaibib,Mhaibib,,no,Towns.xlsx,2026-05-31
Aabboudiyeh,Aabboudiyeh,,no,Towns.xlsx,2026-05-31
Douair Aadouiyeh,Douair Aadouiyeh,,no,Towns.xlsx,2026-05-31
Khirbet Ed-Douair Saida,Khirbet Ed-Douair Saida,,no,Towns.xlsx,2026-05-31
Aamaret Aakkar,Aamaret Aakkar,,no,Towns.xlsx,2026-05-31
Fnaydeq,Fnaydeq,,no,Towns.xlsx,2026-05-31
Temnine El-Faouqa,Temnine El-Faouqa,,no,Towns.xlsx,2026-05-31
Sfenta,Sfenta,,no,Towns.xlsx,2026-05-31
Haouaret-Miniyeh,Haouaret-Miniyeh,,no,Towns.xlsx,2026-05-31
Mazraat Ajbeaa,Mazraat Ajbeaa,,no,Towns.xlsx,2026-05-31
Beit Zoud,Beit Zoud,,no,Towns.xlsx,2026-05-31
Hamat,Hamat,,no,Towns.xlsx,2026-05-31
Meiss Ej-Jabal,Meiss Ej-Jabal,,no,Towns.xlsx,2026-05-31
Mousrayeh,Mousrayeh,,no,Towns.xlsx,2026-05-31
Tall Hmayra,Tall Hmayra,,no,Towns.xlsx,2026-05-31
Jall Ed-Did,Jall Ed-Did,,no,Towns.xlsx,2026-05-31
Mazraat 'Mseileh,Mazraat 'Mseileh,,no,Towns.xlsx,2026-05-31
Bintaael,Bintaael,,no,Towns.xlsx,2026-05-31
Haouch Es-Siyadeh,Haouch Es-Siyadeh,,no,Towns.xlsx,2026-05-31
Kfardlaqous,Kfardlaqous,,no,Towns.xlsx,2026-05-31
Charbila,Charbila,,no,Towns.xlsx,2026-05-31
Markaba,Markaba,,no,Towns.xlsx,2026-05-31
Marnba,Marnba,,no,Towns.xlsx,2026-05-31
Kfar Qatra,Kfar Qatra,,no,Towns.xlsx,2026-05-31
Zouq El-Hadara,Zouq El-Hadara,,no,Towns.xlsx,2026-05-31
Bcharreh,Bcharreh,,no,Towns.xlsx,2026-05-31
Henniyeh,Henniyeh,,no,Towns.xlsx,2026-05-31
Zgharta El-Mtaouile,Zgharta El-Mtaouile,,no,Towns.xlsx,2026-05-31
Aarasta,Aarasta,,no,Towns.xlsx,2026-05-31
Bcheaali,Bcheaali,,no,Towns.xlsx,2026-05-31
Smar Jbayl,Smar Jbayl,,no,Towns.xlsx,2026-05-31
Tleil,Tleil,,no,Towns.xlsx,2026-05-31
Helouet Rachaiya,Helouet Rachaiya,,no,Towns.xlsx,2026-05-31
Semmaqli,Semmaqli,,no,Towns.xlsx,2026-05-31
Aain Traz,Aain Traz,,no,Towns.xlsx,2026-05-31
Majidiyeh Hasbaiya,Majidiyeh Hasbaiya,,no,Towns.xlsx,2026-05-31
Aain Abou Abdallah,Aain Abou Abdallah,,no,Towns.xlsx,2026-05-31
Hazmiyet-Miniyeh,Hazmiyet-Miniyeh,,no,Towns.xlsx,2026-05-31
Kharnoubet Aakkar,Kharnoubet Aakkar,,no,Towns.xlsx,2026-05-31
Aayta Ech-Chaab,Aayta Ech-Chaab,,no,Towns.xlsx,2026-05-31
Mounsef,Mounsef,,no,Towns.xlsx,2026-05-31
Mazraat Kfar Beda,Mazraat Kfar Beda,,no,Towns.xlsx,2026-05-31
Berbara Jbayl,Berbara Jbayl,,no,Towns.xlsx,2026-05-31
Homsiyeh,Homsiyeh,,no,Towns.xlsx,2026-05-31
Kfar Kahel,Kfar Kahel,,no,Towns.xlsx,2026-05-31
Dibbabiyeh,Dibbabiyeh,,no,Towns.xlsx,2026-05-31
