union_id,name_en,name_ar,governorate_en,district_en,member_municipality_ids,member_count_estimated,official_website,official_phone,official_email,dglac_source_url,confidence,verification_status,notes,last_updated
UNI-047,Federation of Beheira Municipalities,,Beqaa,Western Bekaa,MUN-DGLAC-56154;MUN-DGLAC-56289;MUN-DGLAC-56190;MUN-DGLAC-56226;MUN-DGLAC-56172;MUN-DGLAC-56316;MUN-DGLAC-56271;MUN-DGLAC-56262;MUN-DGLAC-56163;MUN-DGLAC-56343;MUN-DGLAC-59610;MUN-DGLAC-56208;MUN-DGLAC-56370;MUN-DGLAC-56325;MUN-DGLAC-56388;MUN-DGLAC-56379;MUN-DGLAC-56397;MUN-DGLAC-56424;MUN-DGLAC-56415,19,,,,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,DGLAC extraction 2026-05-30. 19 members.,2026-05-30
UNI-048,Federation of Municipalities of the Sahel - West Bekaa,,Beqaa,Western Bekaa,MUN-DGLAC-56280;MUN-DGLAC-56334;MUN-DGLAC-56181;MUN-DGLAC-56235;MUN-DGLAC-56352;MUN-DGLAC-56298;MUN-DGLAC-56361;MUN-DGLAC-56244;MUN-DGLAC-56253;MUN-DGLAC-56406;MUN-DGLAC-56199;MUN-DGLAC-56217,12,,,,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,DGLAC extraction 2026-05-30. 12 members.,2026-05-30
UNI-049,Federation of Central Bekaa Municipalities,,Beqaa,Zahle,MUN-DGLAC-55911;MUN-DGLAC-56082;MUN-DGLAC-56073;MUN-DGLAC-56037;MUN-DGLAC-55749;MUN-DGLAC-56064;MUN-DGLAC-55947,7,,,,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,DGLAC extraction 2026-05-30. 7 members.,2026-05-30
UNI-050,Federation of East Zahle Municipalities,,Beqaa,Zahle,MUN-DGLAC-55974;MUN-DGLAC-55965;MUN-DGLAC-56046;MUN-DGLAC-56109;MUN-DGLAC-56055;MUN-DGLAC-55920;MUN-DGLAC-56118;MUN-DGLAC-55956;MUN-DGLAC-56010;MUN-DGLAC-55983;MUN-DGLAC-56136,11,,,,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,DGLAC extraction 2026-05-30. 11 members.,2026-05-30
UNI-051,Federation of Municipalities of Zahle District,,Beqaa,Zahle,MUN-DGLAC-56001;MUN-DGLAC-55929;MUN-DGLAC-55992;MUN-DGLAC-56127;MUN-DGLAC-56019;MUN-DGLAC-55893;UNMATCHED:Niha;MUN-DGLAC-64560;MUN-DGLAC-55884,9,,,,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,DGLAC extraction 2026-05-30. 9 members. 1 member(s) not matched to registry.,2026-05-30
UNI-052,Federation of Baalbek Municipalities,,Baalbek-Hermel,Baalbek,MUN-DGLAC-58089;MUN-DGLAC-58485;MUN-DGLAC-58098;MUN-DGLAC-58224;MUN-DGLAC-58431;MUN-DGLAC-58242;MUN-DGLAC-58458;MUN-DGLAC-58422,8,,,,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,DGLAC extraction 2026-05-30. 8 members.,2026-05-30
UNI-053,Federation of Eastern Baalbek Municipalities,,Baalbek-Hermel,Baalbek,MUN-DGLAC-58440;MUN-DGLAC-58269;MUN-DGLAC-58278;MUN-DGLAC-58521;UNMATCHED:Al Khreibeh;MUN-DGLAC-58557;MUN-DGLAC-58593,7,,,,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,DGLAC extraction 2026-05-30. 7 members. 1 member(s) not matched to registry.,2026-05-30
UNI-054,Federation of Municipalities of Deir al-Ahmar,,Baalbek-Hermel,Baalbek,MUN-DGLAC-58368;MUN-DGLAC-58107;MUN-DGLAC-58656;MUN-DGLAC-64230;MUN-DGLAC-58143;MUN-DGLAC-58251;MUN-DGLAC-58638;MUN-DGLAC-58629,8,,,,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,DGLAC extraction 2026-05-30. 8 members.,2026-05-30
UNI-055,Federation of Municipalities of Shallal,,Baalbek-Hermel,Baalbek,MUN-DGLAC-58152;MUN-DGLAC-58386;MUN-DGLAC-58287;MUN-DGLAC-58215,4,,,,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,DGLAC extraction 2026-05-30. 4 members.,2026-05-30
UNI-056,Federation of North Baalbek Municipalities,,Baalbek-Hermel,Baalbek,MUN-DGLAC-58611;MUN-DGLAC-58449;MUN-DGLAC-58179;MUN-DGLAC-58359;MUN-DGLAC-58512;MUN-DGLAC-58548;MUN-DGLAC-58197;MUN-DGLAC-58647;MUN-DGLAC-58620;MUN-DGLAC-58503;MUN-DGLAC-58467;MUN-DGLAC-58413;MUN-DGLAC-58539;MUN-DGLAC-58296,14,,,,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,DGLAC extraction 2026-05-30. 14 members.,2026-05-30
UNI-057,Federation of Southern Baalbek Municipalities,,Baalbek-Hermel,Baalbek,MUN-DGLAC-58134;MUN-DGLAC-58728;MUN-DGLAC-58683;MUN-DGLAC-58332,4,,,,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,DGLAC extraction 2026-05-30. 4 members.,2026-05-30
UNI-058,Federation of Southern Baalbek Municipalities (Extended),,Baalbek-Hermel,Baalbek,MUN-DGLAC-58314;MUN-DGLAC-58530;MUN-DGLAC-58404;MUN-DGLAC-58161;MUN-DGLAC-58170;MUN-DGLAC-58116;MUN-DGLAC-58494;MUN-DGLAC-58566;MUN-DGLAC-58188;MUN-DGLAC-58323;MUN-DGLAC-58206;MUN-DGLAC-58584;MUN-DGLAC-58746;MUN-DGLAC-58737,14,,,,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,DGLAC extraction 2026-05-30. 14 members. DGLAC data quality flag: possible naming error. Needs manual verification.,2026-05-30
UNI-059,Federation of Hermel Municipalities,,Baalbek-Hermel,Hermel,MUN-DGLAC-59115;MUN-DGLAC-59133;MUN-DGLAC-59160;MUN-DGLAC-59151;MUN-DGLAC-59124;MUN-DGLAC-59142,6,,,,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,DGLAC extraction 2026-05-30. 6 members.,2026-05-30
